time,p1,p2,p3
2024-07-19 01:51:52.537489+00,61.611557,81.008888,41.346718
2024-07-19 01:52:07.374426+00,77.375832,58.150318,23.513098
2024-07-19 01:52:22.230358+00,75.944611,87.844925,25.478159
2024-07-19 01:52:40.282408+00,57.699612,64.800720,41.289791
2024-07-19 01:52:55.15403+00,71.872215,54.455353,32.478382
2024-07-19 01:53:10.063934+00,80.576584,60.714153,24.851583
2024-07-19 01:53:28.112102+00,82.200455,79.598167,14.373225
2024-07-19 01:53:43.025841+00,69.365776,84.834587,31.115440
2024-07-19 01:53:57.86049+00,61.885372,61.463680,44.594402
2024-07-19 01:54:15.966437+00,55.669910,55.639484,29.114508
2024-07-19 01:54:30.835469+00,66.398369,61.176704,32.589184
2024-07-19 01:54:45.725869+00,66.649155,60.180519,32.812191
2024-07-19 01:55:00.593801+00,73.732597,49.934158,22.033875
2024-07-19 01:55:18.724028+00,84.596466,81.560333,19.464169
2024-07-19 01:55:33.637337+00,76.897026,86.252159,22.341959
2024-07-19 01:55:48.528385+00,71.850494,87.512497,32.084995
2024-07-19 01:56:06.560185+00,58.410568,57.302937,37.121735
2024-07-19 01:56:21.355741+00,85.482651,75.691109,14.300859
2024-07-19 01:56:36.331286+00,73.092705,85.277168,34.278549
2024-07-19 01:56:54.405007+00,68.295708,52.055458,26.808537
2024-07-19 01:57:09.318013+00,86.690102,71.883804,13.614188
2024-07-19 01:57:24.193806+00,61.173382,88.966759,38.837330
2024-07-19 01:57:42.199729+00,79.624580,67.461975,11.862715
2024-07-19 01:57:57.089058+00,84.023613,66.528938,19.468390
2024-07-19 01:58:11.986199+00,87.837692,74.245338,11.102944
2024-07-19 01:58:26.898318+00,80.029655,81.631386,13.523325
2024-07-19 01:58:44.854618+00,84.919128,65.354095,14.188401
2024-07-19 01:59:01.354931+00,60.054741,64.378487,41.051861
2024-07-19 01:59:16.197082+00,75.202515,91.146843,22.793646
2024-07-19 01:59:34.200489+00,67.205925,87.079887,39.511845
2024-07-19 01:59:49.204848+00,85.215210,67.725647,12.867399
2024-07-19 02:00:04.123214+00,54.439877,75.065659,43.197136
2024-07-19 02:00:22.14127+00,69.808144,89.364021,34.446877
2024-07-19 02:00:37.037247+00,54.740768,75.390427,45.278542
2024-07-19 02:00:51.991032+00,69.987328,58.901295,39.560307
2024-07-19 02:01:09.907499+00,52.458580,76.802055,47.358761
2024-07-19 02:01:24.708383+00,80.690819,85.396751,27.337669
2024-07-19 02:01:39.596035+00,85.965965,80.310524,13.893172
2024-07-19 02:01:57.767146+00,87.144989,83.044472,37.751987
2024-07-19 02:02:12.654787+00,65.350418,87.280571,41.065613
2024-07-19 02:02:27.543008+00,66.394234,87.924446,34.221710
2024-07-19 02:02:42.455438+00,65.274712,90.560158,36.373104
2024-07-19 02:03:00.482192+00,54.624214,81.296722,44.133804
2024-07-19 02:03:15.391186+00,56.547050,76.121170,46.966053
2024-07-19 02:03:30.284342+00,59.324535,65.002602,37.664505
2024-07-19 02:03:48.380078+00,77.742760,92.085579,31.180239
2024-07-19 02:04:03.309377+00,76.044197,88.869118,26.215874
2024-07-19 02:04:18.110675+00,84.702950,66.160141,10.914034
2024-07-19 02:04:36.131797+00,75.803864,61.650036,14.344220
2024-07-19 02:04:50.975592+00,57.068653,64.113739,29.529739
2024-07-19 02:05:05.978446+00,82.521149,90.727608,21.922516
2024-07-19 02:05:24.006635+00,57.428646,74.597855,46.489170
2024-07-19 02:05:38.916575+00,55.598915,70.979973,42.918797
2024-07-19 02:05:53.826035+00,53.816696,71.217072,47.199001
2024-07-19 02:06:08.75767+00,54.977730,65.675064,41.616898
2024-07-19 02:06:26.708056+00,84.888664,77.031166,14.192359
2024-07-19 02:06:41.61406+00,82.314201,68.787575,15.105019
2024-07-19 02:06:56.522972+00,79.353325,60.324360,17.514584
2024-07-19 02:07:14.536727+00,58.192787,83.892273,49.734001
2024-07-19 02:07:29.468958+00,56.718399,74.932121,45.610947
2024-07-19 02:07:44.403264+00,64.213707,58.402931,28.879318
2024-07-19 02:08:02.420862+00,57.068436,75.178474,47.968094
2024-07-19 02:08:17.335045+00,59.271637,59.778553,28.178350
2024-07-19 02:08:32.243477+00,51.527500,64.067482,42.991413
2024-07-19 02:08:50.22995+00,79.229523,63.542747,18.855232
2024-07-19 02:09:05.232549+00,58.378326,86.621483,48.102043
2024-07-19 02:09:20.055527+00,79.311844,92.533493,34.015511
2024-07-19 02:09:34.857242+00,84.448380,66.228127,18.429213
2024-07-19 02:09:53.061622+00,79.596436,60.396374,17.042419
2024-07-19 02:10:07.907203+00,61.754002,60.969807,31.762812
2024-07-19 02:10:22.854216+00,52.520168,80.068878,52.428490
2024-07-19 02:10:40.841449+00,89.363945,68.650810,15.609649
2024-07-19 02:10:55.746676+00,76.236038,58.255608,31.856846
2024-07-19 02:11:10.715273+00,54.322651,77.445549,45.412746
2024-07-19 02:11:28.597625+00,56.087639,64.686089,40.809143
2024-07-19 02:11:43.395682+00,77.884560,90.905922,27.627550
2024-07-19 02:11:58.289845+00,54.294056,81.603104,44.883930
2024-07-19 02:12:16.000327+00,73.195633,83.161057,25.851830
2024-07-19 02:12:30.907563+00,79.260872,79.556702,14.804927
2024-07-19 02:12:45.772628+00,85.447922,74.505653,15.700564
2024-07-19 02:13:00.641724+00,78.245880,79.780228,15.213164
2024-07-19 02:13:18.676762+00,76.202675,86.777885,22.137280
2024-07-19 02:13:35.013489+00,68.884666,89.162064,31.563463
2024-07-19 02:13:49.938639+00,85.398575,82.155861,12.978973
2024-07-19 02:14:08.036856+00,77.532928,62.364983,21.868618
2024-07-19 02:14:22.9012+00,60.724072,64.932228,41.112190
2024-07-19 02:14:37.790473+00,53.824387,65.917290,46.223461
2024-07-19 02:14:55.877186+00,63.428337,62.111656,39.953136
2024-07-19 02:15:10.743599+00,59.680737,66.085770,38.769474
2024-07-19 02:15:25.669859+00,55.304699,86.084587,44.670238
2024-07-19 02:15:43.655056+00,53.842072,68.468788,38.411053
2024-07-19 02:15:58.546982+00,65.374214,66.271996,38.589783
2024-07-19 02:16:13.458371+00,74.282784,59.042694,20.290911
2024-07-19 02:16:31.52847+00,77.373222,80.676888,18.487949
2024-07-19 02:16:46.439641+00,71.172295,94.467331,28.817287
2024-07-19 02:17:01.30884+00,66.947868,86.025696,29.500586
2024-07-19 02:17:16.199213+00,65.701279,91.865112,34.185425
2024-07-19 02:17:34.30816+00,55.248795,71.641167,41.161331
2024-07-19 02:17:49.198058+00,54.609131,67.546936,42.782425
2024-07-19 02:18:04.088167+00,58.933533,65.016312,44.758114
2024-07-19 02:18:22.078262+00,84.629745,77.653549,16.875055
2024-07-19 02:18:36.99173+00,78.800003,90.102707,24.288204
2024-07-19 02:18:51.825403+00,50.700790,65.055954,42.546421
2024-07-19 02:19:09.934474+00,65.086029,61.378048,38.903236
2024-07-19 02:19:24.819864+00,53.445744,64.760025,43.101135
2024-07-19 02:19:39.7093+00,59.543480,67.958969,43.602398
2024-07-19 02:19:57.793195+00,60.938808,65.191490,31.597775
2024-07-19 02:20:12.679135+00,63.238400,81.708290,42.849216
2024-07-19 02:20:27.562991+00,73.808434,82.942902,20.703508
2024-07-19 02:20:42.444429+00,84.440071,63.917324,19.695610
2024-07-19 02:21:00.462695+00,61.139420,66.051239,39.990303
2024-07-19 02:21:15.329193+00,56.057259,71.395630,43.563663
2024-07-19 02:21:30.21151+00,73.117897,85.450806,26.121437
2024-07-19 02:21:48.328872+00,84.995300,60.135719,20.148527
2024-07-19 02:22:03.211375+00,55.441345,74.138412,41.777523
2024-07-19 02:22:18.069808+00,85.139694,75.591911,12.807647
2024-07-19 02:22:36.164978+00,56.077324,69.036110,48.202396
2024-07-19 02:22:51.065648+00,90.622993,84.634621,24.905195
2024-07-19 02:23:05.946834+00,71.208702,61.036579,31.872801
2024-07-19 02:23:24.001949+00,60.350361,79.969322,32.449593
2024-07-19 02:23:38.882765+00,85.899200,63.507889,18.395111
2024-07-19 02:23:53.741165+00,56.557480,79.927437,44.602238
2024-07-19 02:24:11.834709+00,76.713669,64.161873,20.027092
2024-07-19 02:24:26.733553+00,60.205811,85.625084,41.997768
2024-07-19 02:24:41.594353+00,87.802734,70.506569,13.953297
2024-07-19 02:24:56.475831+00,57.552143,67.626793,43.796513
2024-07-19 02:25:14.57036+00,76.220612,86.692871,21.554956
2024-07-19 02:25:29.475869+00,80.314682,60.535748,19.930998
2024-07-19 02:25:44.338094+00,55.971329,66.423218,37.206989
2024-07-19 02:26:02.374763+00,55.852619,82.844635,31.962690
2024-07-19 02:26:17.25998+00,69.547562,89.291611,23.623201
2024-07-19 02:26:32.126308+00,88.014847,87.511070,15.146214
2024-07-19 02:26:51.709082+00,65.002853,73.087463,39.876743
2024-07-19 02:27:06.560639+00,65.635742,87.676796,43.321133
2024-07-19 02:27:21.44908+00,63.507641,88.187187,35.881649
2024-07-19 02:27:39.552034+00,80.001976,86.242790,27.948195
2024-07-19 02:27:54.441759+00,65.675072,86.984177,27.221909
2024-07-19 02:28:09.350161+00,84.549492,79.678459,9.782247
2024-07-19 02:28:24.212631+00,71.107475,57.150497,35.343605
2024-07-19 02:28:42.253267+00,84.209732,53.108814,31.827595
2024-07-19 02:28:57.121058+00,76.626549,60.333912,26.840931
2024-07-19 02:29:11.990254+00,77.905136,59.248089,22.942122
2024-07-19 02:29:30.135198+00,74.469284,59.627678,20.390976
2024-07-19 02:29:44.980379+00,64.350487,61.633331,34.279373
2024-07-19 02:29:59.885255+00,58.301731,78.521294,32.700157
2024-07-19 02:30:17.962657+00,86.403229,85.891945,12.663391
2024-07-19 02:30:32.822542+00,68.532967,66.216866,25.247869
2024-07-19 02:30:47.700669+00,81.983780,84.763847,11.531463
2024-07-19 02:31:05.77037+00,63.063461,62.410553,37.083988
2024-07-19 02:31:22.123561+00,80.666847,83.659172,19.696028
2024-07-19 02:31:38.479908+00,57.409504,75.638039,45.505489
2024-07-19 02:31:56.570719+00,83.987785,67.765594,13.225368
2024-07-19 02:32:11.468378+00,63.989670,92.420425,24.027319
2024-07-19 02:32:26.34762+00,79.437759,56.917591,31.752090
2024-07-19 02:32:44.439526+00,61.922630,89.876389,44.093887
2024-07-19 02:32:59.325716+00,71.953712,77.454628,10.252057
2024-07-19 02:33:14.228244+00,63.264153,62.414944,43.482071
2024-07-19 02:33:29.073106+00,56.348545,74.354927,45.600597
2024-07-19 02:33:47.133771+00,60.672241,82.768021,40.454712
2024-07-19 02:34:02.058559+00,78.871147,83.630157,18.081833
2024-07-19 02:34:16.927067+00,84.654236,86.225914,19.554352
2024-07-19 02:34:34.954939+00,56.250950,86.296669,43.764565
2024-07-19 02:34:49.842514+00,63.616982,78.035309,37.731182
2024-07-19 02:35:04.727238+00,78.101555,86.975533,15.862464
2024-07-19 02:35:22.868875+00,85.753128,69.688187,19.280598
2024-07-19 02:35:37.730938+00,63.139233,59.201771,38.274906
2024-07-19 02:35:52.596634+00,59.007221,74.555908,44.481438
2024-07-19 02:36:10.660987+00,46.416996,74.779251,47.380692
2024-07-19 02:36:25.524994+00,61.875957,83.380806,34.400200
2024-07-19 02:36:41.886038+00,67.426506,87.334557,23.370527
2024-07-19 02:36:56.788621+00,85.272552,62.441231,20.192709
2024-07-19 02:37:14.888022+00,56.518147,71.196777,44.358833
2024-07-19 02:37:29.767922+00,84.169685,83.385674,17.852741
2024-07-19 02:37:44.650233+00,74.424904,60.773239,34.271664
2024-07-19 02:38:02.712017+00,63.925438,60.917854,38.101223
2024-07-19 02:38:17.602843+00,57.369728,68.181686,40.087318
2024-07-19 02:38:32.50526+00,69.289604,90.069252,22.563965
2024-07-19 02:38:50.563215+00,89.399536,71.638756,13.296882
2024-07-19 02:39:05.426235+00,79.308754,60.108509,19.016983
2024-07-19 02:39:20.307951+00,55.419857,79.133850,46.364281
2024-07-19 02:39:38.372104+00,66.574638,89.901550,33.748135
2024-07-19 02:39:53.275325+00,87.684090,72.074234,13.768627
2024-07-19 02:40:08.153738+00,68.029663,60.571854,36.718475
2024-07-19 02:40:26.223861+00,56.593616,70.739258,51.452839
2024-07-19 02:40:41.105326+00,57.288246,79.057312,46.377697
2024-07-19 02:40:55.951107+00,61.199654,89.704010,43.488453
2024-07-19 02:41:12.351002+00,57.379200,84.966438,41.949661
2024-07-19 02:41:30.4127+00,68.225822,88.420776,38.888088
2024-07-19 02:41:45.283829+00,82.497887,88.191284,18.492247
2024-07-19 02:42:00.185093+00,74.212105,65.377846,26.964008
2024-07-19 02:42:18.238222+00,59.314850,83.859001,43.689400
2024-07-19 02:42:33.138535+00,81.606857,78.327324,12.597922
2024-07-19 02:42:48.01659+00,56.226822,72.602165,40.026474
2024-07-19 02:43:06.136713+00,85.756989,82.317696,16.396992
2024-07-19 02:43:21.032298+00,58.878456,75.700447,45.832836
2024-07-19 02:43:37.392984+00,58.682613,90.160957,41.850235
2024-07-19 02:43:55.388338+00,91.274124,73.360390,12.120862
2024-07-19 02:44:10.286002+00,55.959694,75.621124,45.852058
2024-07-19 02:44:25.146044+00,78.490303,80.831604,16.541739
2024-07-19 02:44:43.263234+00,59.893764,59.770752,41.846607
2024-07-19 02:44:58.162982+00,90.938591,80.412971,8.574326
2024-07-19 02:45:13.040065+00,56.848003,67.736938,36.200356
2024-07-19 02:45:27.938191+00,84.167107,75.788208,15.656333
2024-07-19 02:45:47.492279+00,67.000725,62.413342,41.700634
2024-07-19 02:46:02.36853+00,84.636642,80.969955,13.504050
2024-07-19 02:46:17.223476+00,59.050362,67.928894,45.064701
2024-07-19 02:46:35.291552+00,73.638206,63.185410,26.870991
2024-07-19 02:46:50.143018+00,86.630730,71.012619,16.306622
2024-07-19 02:47:05.016953+00,56.906166,88.943604,25.846148
2024-07-19 02:47:23.14408+00,57.031567,83.792198,35.217850
2024-07-19 02:47:37.97695+00,68.264542,63.977238,37.769073
2024-07-19 02:47:54.306847+00,80.574646,87.709564,12.449919
2024-07-19 02:48:15.447004+00,67.335197,86.743454,23.318331
2024-07-19 02:48:30.319379+00,53.409981,78.442375,38.837746
2024-07-19 02:48:45.191614+00,56.396954,67.464706,43.615097
2024-07-19 02:49:04.756907+00,85.107048,65.487755,16.754580
2024-07-19 02:49:19.631173+00,69.146919,90.126762,24.013346
2024-07-19 02:49:34.527334+00,56.389912,54.065441,23.810112
2024-07-19 02:49:52.614793+00,64.681396,65.116158,40.749760
2024-07-19 02:50:07.510863+00,80.002373,62.813599,28.641895
2024-07-19 02:50:22.379588+00,83.294441,55.535397,23.874067
2024-07-19 02:50:37.249562+00,82.277107,64.966209,13.309206
2024-07-19 02:50:56.7871+00,81.723450,65.795700,18.155794
2024-07-19 02:51:13.169434+00,80.849709,62.327095,24.210209
2024-07-19 02:51:28.018878+00,80.848557,64.923874,18.173075
2024-07-19 02:51:46.180758+00,62.570572,68.459534,41.300056
2024-07-19 02:52:02.528757+00,81.625961,62.940865,19.377708
2024-07-19 02:52:18.894516+00,75.989204,87.176666,21.355997
2024-07-19 02:52:38.464369+00,54.055878,69.746185,43.863960
2024-07-19 02:52:53.339802+00,76.130135,66.502289,26.102116
2024-07-19 02:53:08.214871+00,80.655701,81.471069,12.016665
2024-07-19 02:53:26.305201+00,59.123619,73.510574,43.699398
2024-07-19 02:53:41.193759+00,72.024536,64.807953,32.585258
2024-07-19 02:53:56.050314+00,71.171280,87.209244,19.784534
2024-07-19 02:54:14.132226+00,66.365852,59.578110,30.024544
2024-07-19 02:54:28.990084+00,70.888054,87.883064,29.816229
2024-07-19 02:54:43.847435+00,69.115402,64.554634,39.091156
2024-07-19 02:55:04.930625+00,64.190964,88.520157,31.448807
2024-07-19 02:55:19.807641+00,73.545738,59.924244,36.583275
2024-07-19 02:55:34.690983+00,74.152214,86.604179,25.489082
2024-07-19 02:55:52.782759+00,62.019127,64.463882,45.470512
2024-07-19 02:56:07.641346+00,69.789192,90.090111,18.348106
2024-07-19 02:56:24.023445+00,79.698059,80.393730,9.528491
2024-07-19 02:56:42.099478+00,79.900970,59.140026,21.970943
2024-07-19 02:56:56.980975+00,53.777439,85.279182,43.530945
2024-07-19 02:57:11.860213+00,86.074432,81.630249,15.432867
2024-07-19 02:57:26.722579+00,71.882973,56.677021,32.218159
2024-07-19 02:57:44.829225+00,57.850513,64.721359,40.709454
2024-07-19 02:57:59.73633+00,57.353210,78.607666,42.052357
2024-07-19 02:58:14.64124+00,53.940964,73.772758,45.499554
2024-07-19 02:58:32.666746+00,59.772682,64.664787,37.346188
2024-07-19 02:58:47.534934+00,55.139042,65.467552,39.828884
2024-07-19 02:59:02.462669+00,58.202278,71.075249,41.110390
2024-07-19 02:59:20.489052+00,57.332588,57.612339,43.176830
2024-07-19 02:59:35.395186+00,58.590305,71.190193,40.593300
2024-07-19 02:59:50.284067+00,54.390301,77.346115,41.580025
2024-07-19 03:00:08.353168+00,67.831429,53.526752,31.909948
2024-07-19 03:00:23.191712+00,75.076912,88.691803,31.851282
2024-07-19 03:00:38.034573+00,73.035446,70.007256,10.312592
2024-07-19 03:00:53.038097+00,52.138195,66.927063,39.995373
2024-07-19 03:01:11.00649+00,55.510452,57.686371,27.414639
2024-07-19 03:01:25.80664+00,55.933243,86.345451,37.090210
2024-07-19 03:01:40.599264+00,75.108566,62.206089,18.160706
2024-07-19 03:01:58.475526+00,65.715431,58.017632,32.959785
2024-07-19 03:02:13.478647+00,83.524139,83.150665,16.001314
2024-07-19 03:02:28.480433+00,54.150875,58.753311,39.378620
2024-07-19 03:02:44.707569+00,80.443436,65.787514,14.935101
2024-07-19 03:02:59.654684+00,62.956982,58.489014,23.445118
2024-07-19 03:03:14.52001+00,54.820770,64.472717,43.204414
2024-07-19 03:03:32.583808+00,63.283978,59.160877,42.737988
2024-07-19 03:03:47.384437+00,64.985168,88.028633,41.585693
2024-07-19 03:04:02.183276+00,81.974831,71.723923,20.144537
2024-07-19 03:04:17.15713+00,64.343483,87.262848,38.967560
2024-07-19 03:04:35.404967+00,82.973953,69.431671,4.778862
2024-07-19 03:04:50.249564+00,72.615303,59.109299,18.856907
2024-07-19 03:05:05.187248+00,59.408699,78.936607,35.814175
2024-07-19 03:05:23.230334+00,57.260132,83.510193,46.553627
2024-07-19 03:05:38.058385+00,70.956192,88.660294,38.294132
2024-07-19 03:05:53.021213+00,80.229897,65.510033,12.818753
2024-07-19 03:06:11.021411+00,71.026756,53.654381,24.652145
2024-07-19 03:06:25.939623+00,72.104080,83.799927,20.444967
2024-07-19 03:06:40.736143+00,59.907928,51.962383,30.270662
2024-07-19 03:06:58.851617+00,74.098427,91.163498,29.163231
2024-07-19 03:07:13.750211+00,61.582733,57.657841,40.646866
2024-07-19 03:07:28.54973+00,67.199005,86.645416,38.919121
2024-07-19 03:07:43.350498+00,86.259361,75.233208,15.428730
2024-07-19 03:07:59.59357+00,84.811348,83.375717,15.323600
2024-07-19 03:08:14.536762+00,69.518501,55.688889,19.999542
2024-07-19 03:08:29.403473+00,57.908703,60.743534,30.079077
2024-07-19 03:08:47.43227+00,85.962845,75.708099,16.017517
2024-07-19 03:09:02.321667+00,86.511162,77.659103,16.439873
2024-07-19 03:09:17.256051+00,76.881142,85.965912,25.902243
2024-07-19 03:09:35.25238+00,79.907379,65.843407,14.267511
2024-07-19 03:09:50.140365+00,84.680023,67.462593,14.247741
2024-07-19 03:10:05.086711+00,66.033737,59.051079,26.406693
2024-07-19 03:10:23.073189+00,62.948666,64.219177,15.529824
2024-07-19 03:10:38.073556+00,59.552719,83.212822,43.870018
2024-07-19 03:10:53.051523+00,59.582890,62.244347,29.158770
2024-07-19 03:11:07.840236+00,80.578964,82.923134,11.761991
2024-07-19 03:11:25.771949+00,61.592445,56.974388,36.666687
2024-07-19 03:11:40.705173+00,82.202438,66.523018,21.057364
2024-07-19 03:11:55.51939+00,67.712135,88.835541,35.173977
2024-07-19 03:12:13.703115+00,67.823753,59.527767,29.014669
2024-07-19 03:12:28.53806+00,74.527237,82.518089,9.974181
2024-07-19 03:12:43.471865+00,64.018913,87.295158,37.729847
2024-07-19 03:13:01.505044+00,73.144394,57.516205,29.361742
2024-07-19 03:13:16.333869+00,82.525124,77.870522,17.193689
2024-07-19 03:13:31.288122+00,66.912460,86.194214,35.308174
2024-07-19 03:13:49.310658+00,83.392540,73.954872,15.155443
2024-07-19 03:14:04.110069+00,60.634506,55.993404,33.592152
2024-07-19 03:14:18.942225+00,81.339630,82.008865,11.456737
2024-07-19 03:14:33.834044+00,70.179092,87.622391,29.203135
2024-07-19 03:14:50.029451+00,69.052177,56.825588,25.662331
2024-07-19 03:15:04.941738+00,85.094437,62.505322,9.283051
2024-07-19 03:15:19.836416+00,75.320282,77.639351,23.160149
2024-07-19 03:15:37.853519+00,79.178200,56.942757,16.498955
2024-07-19 03:15:52.651993+00,50.629730,70.334999,43.599831
2024-07-19 03:16:07.467794+00,84.705872,72.171165,15.585514
